rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/xmen,David Denby,True,New Yorker,Fresh,,2013-04-15,"The most beautiful, strange, and exciting comic-book movie since the original Batman."
m/xmen,Stuart Klawans,False,The Nation,Rotten,,2015-07-13,"The action in this case is fitful, the acting semaphoric, the narrative movement clunky and the plot ultimately self-canceling."
m/xmen,Jami Bernard,True,New York Daily News,Fresh,3/4,2015-07-15,"The X-Men comic books have spawned a cottage industry of mutant characters, and the movie helps make sense of these legions while offering the established fan base something new to cheer."
m/xmen,Lisa Alspector,True,Chicago Reader,Fresh,,2015-07-15,"Exciting mainly because anything can happen and does, the movie drags a bit as it approaches a climax set on top of the Statue of Liberty. But once there it revives."
m/xmen,Louis B. Hobson,False,Jam! Movies,Fresh,,2015-07-15,The best news is that you don't even have to know what a Marvel Comic is to enjoy X-Men.
m/xmen,Steven Rea,True,Philadelphia Inquirer,Fresh,3/4,2015-07-15,This is a film that should satisfy fans of the hugely popular comic book and audiences who can't tell one uncanny X-Man from another. Mutants rule.
m/xmen,Tom Gliatto,False,People Magazine,Rotten,,2015-07-15,"When the big battle between Magneto and Xavier's forces gets going, you have lightning bolts, steel claws, magnetic fields, explosive red rays and flyaway tongues. It's a variety show, and all the acts have rushed onstage at once."
m/xmen,Andrew Collins,False,Radio Times,Fresh,3/5,2015-07-15,"The Marvel Comics characters are well realised, and Singer mixes the classic values of good storytelling with liberal amounts of digital magic. On the down side, this plays a little too much like the beginning of a franchise."
m/xmen,Todd Anthony,False,South Florida Sun-Sentinel,Rotten,,2015-07-15,"In Singer's dark vision, action and special effects take a back seat to message. He uses X-Men to preach a sermon of tolerance; like most sermons, it isn't much fun to sit through. X misses the spot."
m/xmen,James Vance,False,Tulsa World,Fresh,,2015-07-15,X-Men is a terrific piece of summer entertainment that's going to heat up the box office like a mutant's eye beams.
m/xmen,Ann Hornaday,False,Baltimore Sun,Fresh,3/4,2015-07-15,"The movie is respectful of its source material without being the least bit self-important. X-Men may have hit the Platonic ideal of comic-book movies, coming across as lightweight, sophisticated, wacky and straightforward all at the same time."
m/xmen,Stephen Thompson,True,AV Club,Fresh,,2015-07-15,"The script could be a lot snappier, particularly during some virtually unexplained rivalry banter between Marsden and Jackman, but X-Men is a decent start to what will no doubt be an immensely profitable series of negligible but enjoyable summer movies."
m/xmen,Leona Laurie,False,Geek Girl Authority,Fresh,,2018-08-29,"Joss Whedon wrote two lines of dialogue, and one of them is very good!"
m/xmen,Andy Greenwald,False,Spin,Fresh,,2018-10-11,What is most surprising and wonderful about director Bryan Singer's X-Men is how skillfully it avoids all of the myriad potholes placed in its path.
m/xmen,Andrew L. Urban,False,Urban Cinefile,Fresh,,2018-10-30,"Indeed, even Hugh Jackman was not cast in this role for his neon-lit global fame among the youth... although he earns a place in the starry firmament of cinema with this well judged performance."
m/xmen,Geoffrey Kleinman,False,DVDTalk.com,Fresh,3.5/5,2018-10-30,What makes X-men an enjoyable film is the really fine work from many of the actors.
m/xmen,Joshua Tyler,False,CinemaBlend,Fresh,4.5/5,2018-10-30,"It's good, damn good."
m/xmen,PJ Nabarro,False,Patrick Nabarro,Rotten,2/5,2018-12-02,"The film gains a lot from the grandiose theatrical casting of Patrick Stewart and Ian McKellen in the two main roles, but the rest of the film is far too patchy and hammy."
m/xmen,Danielle Solzman,False,Solzy at the Movies,Fresh,4/5,2019-06-03,X-Men plays faithful to the comics while opening the doors to a larger universe to come.
m/xoxo_2016,Rohan Naahar,False,Hindustan Times,Fresh,3/5,2016-08-26,"BTW, WWJD? JK, LMFAO XOXO."
m/xoxo_2016,"Robert Yaniz, Jr.",False,We Got This Covered,Fresh,7/10,2016-08-26,"A cast of bright young stars and a promising new filmmaker transform XOXO into a fun, light-hearted romp that delivers a rare win for films based on the world of electronic dance music."
m/xoxo_2016,Travis Hopson,False,Punch Drunk Critics,Fresh,3/5,2016-08-28,"There's nothing new or vaguely original here, but the film does capture the hypnagogic appeal of the rave scene, which is something Hollywood has often struggled with."
m/xoxo_2016,Nico Lang,False,Consequence of Sound,Rotten,C,2016-08-29,"If you share the filmmakers' starry-eyed view of EDM, you might like XOXO. Everyone else, however, is urged to buy a ticket to another show."
m/xoxo_2016,Keith Uhlich,True,Hollywood Reporter,Rotten,,2016-08-30,"In the moment, the film's simplistic spirit is intoxicating. But take my word for it -- the real-world hangover that follows is fierce."
m/xoxo_2016,Nick Murray,True,Village Voice,Fresh,,2016-09-08,"Most of XOXO's plot may be as predictable as an EDM song, but it too offers pleasures to those willing to give themselves over to its rhythms."
m/xoxo_2016,Charlie Lyne,True,Guardian,Fresh,,2016-09-19,"Saturated in neon, gratifyingly loud, and a wonderful showcase for charismatic supporting actor Brett DelBuono, you can certainly imagine XOXO finding an audience with the post-SpongeBob, pre-Orange Is The New Black demographic."
m/xx,Rob Hunter,False,Film School Rejects,Fresh,,2017-01-24,"All four segments have something worth recommending, and one is a terrifically creepy success."
m/xx,Scott Beggs,False,Nerdist,Fresh,2.5/5,2017-01-24,"It's nice to see this kind of variation-unsettling, goofy, aggressive, redemptive-present inside a single collection."
m/xx,Meredith Borders,False,Birth.Movies.Death.,Fresh,,2017-01-24,That rare anthology film that doesn't have a weak link.
m/xx,Bryan Bishop,False,The Verge,Fresh,,2017-01-25,"It's at turns terrifying, hilarious, and uneven, but succeeds in doing its most important job: showing off a range of distinct directorial voices."
m/xx,David Rooney,True,Hollywood Reporter,Fresh,,2017-01-25,"While it's uneven as these combos invariably are, genre enthusiasts looking for a female spin will want to check it out."
m/xx,Dominick Suzanne-Mayer,False,Consequence of Sound,Rotten,C-,2017-01-26,"The same could be said of XX at large; most [of the shorts] have some interesting ideas, but none of them stand out in any kind of lingering way."
m/xx,Brian Tallerico,True,RogerEbert.com,Rotten,,2017-01-26,A wonderful idea that simply does not result in a wonderful film.
m/xx,Piers Marchant,False,PopMatters,Rotten,4/10,2017-01-26,An anthology devoid of much in the way of genuine creepiness.
m/xx,Heather Wixson,False,Daily Dead,Fresh,3.5/5,2017-01-27,I'm so glad these women were able to come together to create an anthology that stands out from many of its recent peers.
m/xx,Sean Smithson,False,ComingSoon.net,Fresh,,2017-01-29,I'm ready for a second installment.
m/xx,Yasmin Kleinbart,False,The Young Folks,Fresh,7/10,2017-01-29,"It's great that these women were able to showcase their talents but it was more of an appetizer than a full meal. If you love the VHS series, then you'll probably have fun with this; just don't expect it to keep you up at night."
m/xx,Chris Bumbray,False,JoBlo's Movie Network,Rotten,,2017-01-29,"Of the four stories, only one of them really works. The others range from mediocre to bad."
m/xx,April Wolfe,False,L.A. Weekly,Fresh,,2017-02-13,"Wrapped in Sofia Carrillo's whimsical stop-motion animation, heavy in embroidery and little talisman objects that come to life, the four shorts traverse the spectrum of ""horror."""
m/xx,Dustin Putman,False,TheFilmFile.com,Rotten,2/4,2017-02-13,"Were the superior tales bookending the weaker sections, perhaps it wouldn't have called as much attention to itself. As is, only the wickedly good opening 40 minutes of ""XX"" are worth the viewers' while."
m/xx,Eric D. Snider,False,EricDSnider.com,Fresh,B-,2017-02-13,"The good outweighs the bad overall, and there's a great deal of fiendish creativity on display."
m/xx,Andy Crump,False,Paste Magazine,Fresh,7.8/10,2017-02-14,"XX does many somethings right, whether it's dazzling us with striking visual aesthetics, gripping us by the throat, or cutting through to the centers of our humanity."
m/xx,Laura Clifford,False,Reeling Reviews,Rotten,C+,2017-02-14,"While the concept is strong, the films are middling, only the last, Karyn Kusama's (""The Invitation""), delivering a punch."
m/xx,Robin Clifford,False,Reeling Reviews,Rotten,C+,2017-02-14,"""Her Only Living Son"" is the best of the four parts of ""XX"" and is the most entertaining, leaving the viewer in on the joke."
m/xx,Chuck Bowen,False,Slant Magazine,Fresh,3/4,2017-02-14,These shorts follow female protagonists as they wrestle with exclusion and implicit social standards that may or may not extend to their male counterparts.
m/xx,Norman Wilner,False,NOW Toronto,Fresh,3/5,2017-02-15,"The only real question is whether the shorts themselves succeed, and more do than don't."
m/xx,Matt Donato,False,We Got This Covered,Rotten,5/10,2017-02-15,"XX is a mundane horror anthology at best, and a slow-burn experience that never reaches a boil at its worst."
m/xx,Guy Lodge,True,Variety,Fresh,,2017-02-15,"Even at their least individually striking, each of these mismatched tasters stirs an appetite for a fuller, meatier meal from its maker - cooked as bloodily rare as possible, please."
m/xx,MaryAnn Johanson,False,Flick Filosopher,Rotten,2.5/5,2017-02-16,My anger that women filmmakers doing a horror anthology is seen as a novelty almost overshadows my disappointment that these short films aren't very scary.
m/xx,Katie Walsh,True,Los Angeles Times,Fresh,,2017-02-16,"The feminine perspectives of ""XX"" create for powerfully compelling and original horror tales that operate within the genre while testing the boundaries of traditional storytelling and style"
m/xx,Fred Topel,False,We Live Entertainment,Fresh,,2017-02-16,Solidly consistent. I may have favorites but there's not a dud in the bunch.
m/xx,Aubrey Page,False,Collider,Fresh,3.5/5,2017-02-16,"XX is imperfect, sure, but it's also rich, interesting, and rife with surprisingly fresh perspectives on the genre."
m/xx,John Fink,False,The Film Stage,Fresh,,2017-02-16,"XX plays with and pushes back against certain tropes at its very best, yet never truly breaks much new ground."
m/xx,Peter Howell,True,Toronto Star,Fresh,3/4,2017-02-16,"A first of its kind in a male-dominated genre, these four short films are signed, sealed and delivered as a form of empowerment."
m/xx,Keith Phipps,False,Uproxx,Fresh,,2017-02-16,"As horror anthologies go, a .500 batting average isn't bad and it would be nice to see XX, like similar projects, inspire sequels that shine a spotlight on even more female directors."
m/xx,Michael Phillips,True,Chicago Tribune,Fresh,3/4,2017-02-16,"The results offer a collective shiver (not a lot of shrieks here) for those in the mood for sprightly, short-form misfortune."
m/xx,Katie Rife,True,AV Club,Fresh,B-,2017-02-16,"An entertaining collection of short films loosely strung together by stop-motion animation from Sofia Carillo, whose Victorian aesthetic doesn't carry over into the work it's connecting."
m/xx,Chris Knight,False,National Post,Fresh,3/4,2017-02-17,"An eerie, effective mix."
m/xx,Kristy Puchko,False,Pajiba,Fresh,,2017-02-17,"Watching XX feels like falling into slippery nightmares, the kind that seem almost sweet as the daylight is breaking, yet leave you feeling shaken and unsure..."
m/xx,Felix Vasquez Jr.,False,Cinema Crazed,Fresh,,2017-02-17,"Though some viewers may find ""XX"" lacking in scares, it's a horror anthology filled with substance and a ton of talent behind it."
m/xx,Christy Lemire,True,RogerEbert.com,Rotten,2.5/4,2017-02-17,"If XX is trying to make some sort of statement, it's not doing so with much clarity or power."
m/xx,Matt Prigge,False,Metro,Fresh,3/5,2017-02-17,"It ultimately doesn't matter who contributed to ""XX""; the important thing is they're all winners, which makes the case for diversity even stronger."
m/xx,Mark Dujsik,False,Mark Reviews Movies,Rotten,1.5/4,2017-02-17,"The end result is an unfortunate misfire, and since it's an anthology, it's a misfire multiple times over."
m/xx,Kim Newman,False,Screen International,Fresh,,2017-02-21,"A trim, evenly-paced 80 minutes, XX is one of the more consistent contemporary horror anthologies."
m/xx,Brian Orndorf,False,Blu-ray.com,Fresh,B-,2017-02-23,"""XX"" is laudable, making a necessary push to pursue the female experience not only in horror, but moviemaking in general, showcasing some incredible talent, though not always the sharpest storytelling."
m/xx,Scott Marks,True,San Diego Reader,Fresh,3/5,2017-02-24,"Two out of four is not a bad average, particularly when the half in question aren't pestiferous enough to warrant a ruckus. Fans of this sort of thing won't go hungry."
m/xx,David Nusair,False,Reel Film Reviews,Rotten,2/4,2017-02-24,"As is generally the case with horror anthologies, XX suffers from a wildly uneven feel that ultimately renders its positive attributes moot..."
m/xx,Christopher Schobert,False,Buffalo News,Fresh,3.5/4,2017-02-27,"XX is a horror film that should inspire real discussion and real scares, and that's an accomplishment."
m/xx,John Noonan,False,FILMINK (Australia),Fresh,,2017-02-28,...something refreshing and new to say about the genre.
m/xx,Peter Sobczynski,False,eFilmCritic.com,Rotten,2/5,2017-03-01,The end result is a film that arrives with undeniably noble intentions but which sadly falls apart when it comes to execution.
m/xx,Peter Keough,True,Boston Globe,Fresh,2.5/4,2017-03-02,The four narratives ... achieve varying levels of black comedy and terror with an emphasis on women's issues.
m/xx,Peg Aloi,False,Arts Fuse,Fresh,,2017-03-09,"Some of the writing was uneven, but the direction of all four pieces in XX was competent, and the acting impressive was throughout. I really enjoyed the interstitial animated pieces by Sofia Carrilo."
m/xx,Philip Martin,False,Arkansas Democrat-Gazette,Fresh,85/100,2017-03-10,"All these films are glued together by creepy stop-motion animation interstitial sequences by Mexican stop-motion animator Sofia Carrillo, which might be the element most likely to induce nightmares."
m/xx,Cheryl Eddy,False,io9.com,Fresh,,2017-03-13,Absolutely anyone who prefers the unsettling creep of dread to predictable jump scares will enjoy this one.
m/xx,Fernando Santoyo Tello,False,Cinema Movil,Fresh,,2017-04-18,"It's a pleasure to meet with this kind of works, where a group of women use their talent in a genre that continues to be erroneously associated with leading men, which shows us that diversity is necessary. [Full review in Spanish]"
m/xx,Jenny Feniak,False,"Vue Weekly (Edmonton, Alberta)",Fresh,3/5,2017-08-17,"If you're looking for a way to put a spark into a cold night, XX will hit the spot."
m/xx,M. Faust,False,The Public (Buffalo),Rotten,,2017-09-12,It's pretty by the numbers.
m/xx,Jade Budowski,False,Decider,Fresh,,2017-12-20,"Just like men have been given the chance to tell a wide range of stories, women shouldn't be confined to one kind of narrative - and in XX, they aren't. That's what makes it so skin-crawlingly fun."
m/xx,Joan Escutia,False,Butaca Ancha,Fresh,,2017-12-28,At the end of the day XX remains a curiosity for any lover of horror. [Full review in Spanish]
m/xx,Elena Lazic,True,Little White Lies,Rotten,,2018-03-21,"Framed by pretty banal animation, the film as a whole reflects a rather limited vision of womanhood, with three shorts focused solely on mothers. That XX proves patchy is a disappointment, particularly as it is a noble project."
m/xx,Glenn Heath Jr.,False,San Diego CityBeat,Rotten,,2018-08-21,"Often striking for its seamless brutality, the film eventually devolves into an artsy episode of The Following."
m/xx,Sean Mulvihill,False,FanboyNation.com,Fresh,4/5,2018-11-01,"At present, XX just seems like a tease of the greatness to come. But it's a delightfully twisted tease."
m/xx,Molly Henery,False,The Blogging Banshee,Fresh,8/10,2018-11-02,The aptly named XX is a celebration of women creating bewitching works of horror. These shorts result in a highly entertaining anthology focusing on different areas of horror.
m/xx,Matt Oakes,False,Silver Screen Riot,Rotten,C+,2018-11-05,"Tthe female-directed horror short collection embodies the problems native to the anthology format - shallow character development, thinly sketched narrative arcs, with short-term investment wielding sparse long-term scares."
m/xx,Josh Goller,False,Spectrum Culture,Rotten,2.75/5,2019-07-20,"There's a virtue in not revealing too much to the audience, but XX errs in too often using the unknown as a crutch."
m/xx,John Tones,False,Espinof,Fresh,,2019-08-14,"Its fully feminine component is just a gimmick, but as a starting point, it is as good as any other. [Full review in Spanish]"
m/xx,Steven Prokopy,False,Third Coast Review,Fresh,,2020-05-04,"Wwith Carillo's creepy Brothers Quay-inspired animation holding it all together, this is an admirable, mostly enjoyable success that I hope inspires a franchise."
m/xx_xy,Annlee Ellingson,False,Boxoffice Magazine,Rotten,2/5,2002-07-29,"Ultimately its characters are so self-centered, immature and ugly that one simply cannot empathize."
m/xx_xy,Kirk Honeycutt,True,Hollywood Reporter,Rotten,,2002-08-21,"Chick's characters are not explored with the depth one would like, and his script suffers from too many melodramatic touches."
m/xx_xy,Eric D. Snider,False,EricDSnider.com,Rotten,C,2002-09-18,"Features some of the least interesting characters in the world, complaining about their problems in a way that makes you stop wondering why people think Gen Xers do nothing but whine."
m/xx_xy,Walter Chaw,False,Film Freak Central,Rotten,2/4,2002-10-08,"The problem with Austin Chick's hyphenate debut XX/XY is that despite an intervening decade in the storyline, the characters enjoy no appreciable evolution."
m/xx_xy,Tim Merrill,False,Film Threat,Fresh,3.5/5,2002-12-08,"We grow to genuinely care about the people of XX/XY, and their romantic troubles are portrayed with a refreshing, open honesty."
m/xx_xy,Nick Schager,False,Filmcritic.com,Rotten,2.5/5,2003-03-25,Chick's self-effacing screenplay and the conviction of his actors' performances can't overcome the lack of chemistry between Ruffalo and Stange.
m/xx_xy,Frederic and Mary Ann Brussat,False,Spirituality & Practice,Fresh,,2003-04-03,XX/XY is a very revealing drama about one young man's indecisiveness and immaturity in matters of the heart.
m/xx_xy,Laura Sinagra,True,Village Voice,Rotten,,2003-04-08,"[Ruffalo, Stange, and Robertson] struggle to workshop up that inarticulate blur of collegiate profligacy."
m/xx_xy,Cherryl Dawson and Leigh Ann Palone,False,TheMovieChicks.com,Rotten,1.5/5,2003-04-09,"These are such empty-headed people doing trite things it's not a matter of who will be with whom, but a matter of how many people in the audience will stay through the whole movie to find out."
m/xx_xy,Lisa Schwarzbaum,True,Entertainment Weekly,Fresh,A-,2003-04-09,"The cast radiates integrity and intelligence, none more so than the superb Ruffalo."
m/xx_xy,Manohla Dargis,True,Los Angeles Times,Rotten,2/5,2003-04-10,"In love with 1970s film style but not 1970s grit, Chick never pushes his characters anyplace that's overly uncomfortable for either him or us."
m/xx_xy,Erich Scholz,False,Citysearch,Rotten,,2003-04-10,"Spoiled 20-somethings waxing nostalgic over failed relationships rarely makes compelling viewing for anyone over the legal drinking age, and XX/XY is no exception."
m/xx_xy,Hazel-Dawn Dumpert,False,L.A. Weekly,Rotten,,2003-04-10,The young filmmaker clearly needs to experience a bit more of la vraie vie before his own observations can take in more than the clumsy romantic feints and parries of early adulthood.
m/xx_xy,Claudia Puig,True,USA Today,Rotten,2/4,2003-04-11,"Some moments in XX/XY ring true, and the honesty exposed is revelatory. But, like some relationships, this drama can be tough to endure."
m/xx_xy,Maitland McDonagh,False,TV Guide,Rotten,2/5,2003-04-11,"[Chick] falls into the timeworn trap of making an immature, irritating film about immature, irritating characters."
m/xx_xy,Megan Lehmann,True,New York Post,Rotten,1/4,2003-04-11,"Awkward, listless and fails to reach any sort of climax."
m/xx_xy,E! Staff,False,E! Online,Rotten,C,2003-04-11,Part Two Guys and a Girl and part overly earnest urban romance.
m/xx_xy,Stephen Holden,True,New York Times,Rotten,2/5,2003-04-11,"If the movie has a message about relationships, it's the same one that hippies learned about free love in the late 60's and 70's, once the glow of communal idealism acquired a layer of mildew."
m/xx_xy,Bob Strauss,False,Los Angeles Daily News,Rotten,2.5/4,2003-04-11,"Such a seriously intended relationship study that its first-time writer/director, Austin Chick, often neglects to make it interesting."
m/xx_xy,Marshall Fine,False,"Journal News (Westchester, NY)",Fresh,B,2003-04-12,"A prickly, sporadically funny gender-clash tale."
m/xx_xy,Steve Rhodes,False,Internet Reviews,Fresh,3/4,2003-04-14,"A perceptive and intriguing film about relationships ... If a sequel is ever made, I'll be the first in line to see it."
m/xx_xy,Richard Roeper,True,Ebert & Roeper,Fresh,,2003-04-14,"Very good movie, very bad title."
m/xx_xy,Andrew Sarris,True,Observer,Fresh,,2003-04-15,Maya Stange is a real find as Sam.
m/xx_xy,Frank Swietek,False,One Guy's Opinion,Rotten,C-,2003-04-19,"A stifling, tedious experience...Follow the lead of its title and cross this misfire off your list."
m/xx_xy,David Noh,False,Film Journal International,Fresh,,2003-04-19,Rich in ideas and emotions.
m/xx_xy,Elizabeth Weitzman,True,New York Daily News,Rotten,2/4,2003-04-22,An ongoing problem ... is the complete lack of chemistry between the leads.
m/xx_xy,Kelly Borgeson,False,Premiere Magazine,Rotten,1.5/4,2003-04-22,"If you're already familiar with the Mars-Venus school of thought, the film doesn't have much more to offer."
m/xx_xy,Jeet Thayil,False,Rediff.com,Rotten,,2003-04-24,An empty passion play with the sort of druggy glamour you would expect from a movie about growing up privileged and stoned in NYC.
m/xx_xy,Gary Dowell,True,Dallas Morning News,Fresh,B-,2003-04-24,"Succeeds in generating emotional tension, even though it's lacking in pressure."
m/xx_xy,Robert K. Elder,True,Chicago Tribune,Fresh,3/4,2003-04-24,"While XX/XY contains little sexual whimsy, its crisscross of carnality and broken hearts remains compelling."
m/xx_xy,Kim Morgan,False,Oregonian,Rotten,,2003-04-25,XX/XY proves that some movies just cast wrong actors.
m/xx_xy,Ty Burr,True,Boston Globe,Rotten,1.5/4,2003-04-25,"If this were a cocktail party, you'd be back home with a good book already."
m/xx_xy,Nicole Arthur,True,Washington Post,Rotten,,2003-04-25,"You can make a movie in which all the characters are unsympathetic, but this trio is uninteresting, to boot."
m/xx_xy,Stephen Hunter,True,Washington Post,Rotten,,2003-04-25,"Each moment feels real, but the movie wears you out in some way."
m/xx_xy,Roger Ebert,True,Chicago Sun-Times,Fresh,3.5/4,2003-04-25,The film has a rare insight into the mechanism by which some men would rather pursue happiness than obtain it.
m/xx_xy,Sean Axmaker,False,Seattle Post-Intelligencer,Fresh,B,2003-05-01,"Austin Chick is observant, if not exactly insightful, and sensitive to the textures of experience."
m/xx_xy,Steven Rea,True,Philadelphia Inquirer,Fresh,2.5/4,2003-05-01,"Although the script, by Chick (a Sarah Lawrence alumnus), can be painfully old hat, this little indie's cast goes a long way toward making the story interesting, even compelling."
m/xx_xy,Terry Lawson,True,Detroit Free Press,Rotten,1/4,2003-05-01,"A movie that is not just humorless but pointless, or, to be generous, painfully obvious."
m/xx_xy,Moira MacDonald,True,Seattle Times,Fresh,2.5/4,2003-05-02,"Though the chemistry's a little off in XX/XY, Ruffalo and Wright make it a journey worth taking."
m/xx_xy,Mick LaSalle,True,San Francisco Chronicle,Fresh,3/4,2003-05-02,"A sexy, emotionally true portrait of a handful of people wrestling with their impulses and trying to find their way to happiness."
m/xx_xy,Gary Thompson,False,Philadelphia Daily News,Rotten,,2003-05-02,"The more dimensions [Wright] adds to her character, the more silly and shallow the others seem to become."
m/xx_xy,Tom Long,True,Detroit News,Rotten,D+,2003-05-02,"Offers little to love, despise or even care about."
m/xx_xy,Jeff Strickler,True,Minneapolis Star Tribune,Rotten,2.5/4,2003-05-08,"It never addresses the underlying issue on which those relationships hinge: Is Coles still in love with Sam, or is he just in love with what she represents."
m/xx_xy,Rob Thomas,False,"Capital Times (Madison, WI)",Fresh,3.5/4,2003-05-08,Two pretty good movies end up becoming a great movie.
m/xx_xy,Chris Hewitt,False,St. Paul Pioneer Press,Fresh,3/4,2003-05-09,Small and specialized.
m/xx_xy,Vic Vogler,True,Denver Post,Fresh,3/4,2003-05-16,"XX/XY expresses and explores this universal yearning without becoming stuck in it. In this and many other respects, few movies are so mature and satisfying."
m/xx_xy,Marty Mapes,False,Movie Habit,Fresh,3/4,2003-05-18,"There really is no moral to XX/XY except perhaps ""beware of love"""
m/xx_xy,Robert Denerstein,True,Denver Rocky Mountain News,Rotten,C,2003-05-23,"There's probably a movie in XX/XY, but director Austin Chick doesn't seem to have found it."
m/xx_xy,Steve Davis,False,Austin Chronicle,Rotten,2.5/5,2003-05-25,
m/xx_xy,Jan Stuart,True,Newsday,Fresh,3/4,2003-05-28,Ruffalo continues to be one of the most intriguing actors of his generation.
m/xx_xy,Geoff Pevere,True,Toronto Star,Fresh,3/5,2003-07-11,"With its talky and theatricalized depiction of cruelties mutually inflicted by financially comfortable good-looking young white people on each other, XX/XY at times recalls a slightly more full-blooded Neil LaBute movie."
m/xx_xy,Liz Braun,False,Jam! Movies,Fresh,3.5/5,2003-07-11,"XX/XY is a lovely film and very smart, and it's for grownups. That's a rare pleasure."
m/xx_xy,Ray Conlogue,True,Globe and Mail,Fresh,3/4,2003-07-11,Rarely does a fine movie like this have so awkward a title.
m/xx_xy,Rich Cline,False,Shadows on the Wall,Fresh,3/5,2003-08-21,Basically it's just a chick flick about people obsessing constantly over sex and relationships! But the performances make it watchable.
m/xx_xy,JoBlo,False,JoBlo's Movie Network,Fresh,8/10,2003-09-02,"Entertained, enlightened and engaged."
m/xx_xy,Matthew Turner,False,ViewLondon,Rotten,2/5,2003-10-17,
m/xx_xy,Tom Dawson,True,BBC.com,Fresh,4/5,2003-10-22,Succeeds as an amusing critique rather than an empty-headed endorsement of its protagonists' behaviour.
m/xx_xy,Emanuel Levy,False,EmanuelLevy.Com,Rotten,2/5,2005-08-16,
m/xx_xy,,False,Film Threat,Fresh,3.5/5,2005-12-06,
m/xx_xy,,False,Empire Magazine,Rotten,2/5,2006-12-30,
m/xx_xy,Cole Smithey,False,ColeSmithey.com,Rotten,2/5,2008-04-06,
m/xx_xy,Felix Vasquez Jr.,False,Cinema Crazed,Rotten,,2009-04-29,By the numbers relationship drama saved only by Ruffalo's performance and presence.
m/xx_xy,Felicia Feaster,False,Creative Loafing,Rotten,,2020-02-03,A film about the necessity of growing up could have profited from its own advice.
m/xxx,Ed Gonzalez,False,Slant Magazine,Fresh,2.5/4,2002-08-01,Here's more expertly-made trash from director Rob Cohen.
m/xxx,Scott Chitwood,False,ComingSoon.net,Fresh,8/10,2002-08-02,A fun action adventure and a cool new entry to the spy movie genre.
m/xxx,Victoria Alexander,False,FilmsInReview.com,Fresh,,2002-08-02,"James Bond-you've got a problem. It took forty years, but they finally reinvented the secret agent franchise."
m/xxx,Steve Rhodes,False,Internet Reviews,Fresh,3/4,2002-08-05,James Bond on Speed.
m/xxx,Andy Weil,False,ComingSoon.net,Rotten,3/10,2002-08-05,Cohen throws in every spy clich in the book and his directing shows no visual style whatsoever.
m/xxx,Laura Clifford,False,Reeling Reviews,Rotten,C+,2002-08-05,"Take La Femme Nikita, make her training part of Cage's 'test', and plop the lot onto the hoary plot of Bad Company and you've got xXx."
m/xxx,David Hunter,True,Hollywood Reporter,Rotten,,2002-08-05,"Pitifully written, with flagrant disregard for reality in the fashion of a spoof."
m/xxx,Robert Koehler,True,Variety,Rotten,,2002-08-05,The first of doubtless several editions of XXX is ideally tuned to young guys with short attention spans who fantasize alternately about big guns and hot babes.
m/xxx,JoBlo,False,JoBlo's Movie Network,Fresh,7/10,2002-08-05,This baby is overloaded with mozzarella and plenty of phony-baloney goodness.
m/xxx,Frank Swietek,False,One Guy's Opinion,Rotten,C,2002-08-06,It's a boom-box of a movie that might have been titled 'The Loud and the Ludicrous'...the pandering to a moviegoing audience dominated by young males is all too calculated.
m/xxx,Rob Blackwelder,False,SPLICEDWire,Rotten,2/4,2002-08-06,"XXX is cool, cool, cool until director Rob Cohen gets to the last act and has to make room between stunts to resolve the knuckleheaded plot."
m/xxx,Michael Atkinson,True,Village Voice,Rotten,,2002-08-06,Plotted like a first-person shooter but with vast savannahs of unidimensional exposition between the tar-oil fireballs and improbable stunts.
m/xxx,Steven Snyder,False,Zertinet Movies,Fresh,2.5/4,2002-08-06,"""XXX"" so often gets the fun of the superhero genre exactly right that its faults are that much more tragic. It could have been so much more than it is."
m/xxx,James Berardinelli,True,ReelViews,Rotten,2/4,2002-08-06,"This is action without tension, explosions without the concussion."
m/xxx,Philip Martin,False,Arkansas Democrat-Gazette,Fresh,B,2002-08-06,Dumb buzzing testosterone fuelglow. Ballistic fizzbang. Blowdy up gud.
m/xxx,Sean Burns,False,Philadelphia Weekly,Rotten,,2002-08-07,Diesel is Rambo by way of the Village People
m/xxx,Ross Anthony,False,Hollywood Report Card,Fresh,3.5/4,2002-08-07,Whew. I'm exhausted!
m/xxx,Luke Y. Thompson,False,Dallas Observer,Fresh,,2002-08-07,"Let's face it, even Vin's fake tats have more charisma than Pierce Brosnan."
m/xxx,Vanessa Sibbald,False,Zap2it.com,Rotten,2/4,2002-08-07,"It's refreshing that someone understands the need for the bad boy; Diesel, with his brawny frame and cool, composed delivery, fits the bill perfectly."
m/xxx,Geoffrey Kleinman,False,DVDTalk.com,Fresh,4/5,2002-08-07,"If you're looking for a great summer action film that is pure enjoyment, xXx is absolutely your film"
m/xxx,Staci Layne Wilson,False,Fantastica Daily,Fresh,,2002-08-07,"Triple X is a double agent, and he's one bad dude. When you've got the wildly popular Vin Diesel in the equation, it adds up to big box office bucks all but guaranteed."
m/xxx,Gerry Shamray,False,Your Movies (cleveland.com),Rotten,2.5/5,2002-08-08,"They were right when they said, ""Nobody does it better."""
